timestamp,iteration,env0,raw0,env1,raw1,env2,raw2,env3,raw3,thumb_tip,thumb_base,index,middle,ring,pinky,hand_label
2025-10-21T19:48:44.891224,196,47,446,51,113,893,846,864,838,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:44.964245,197,803,451,107,113,843,846,812,841,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:45.035364,198,774,453,192,113,1003,844,871,848,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:45.106606,199,576,467,145,110,976,833,860,858,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:45.179413,200,577,474,91,113,896,818,806,860,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:45.247045,201,815,480,122,110,805,806,764,864,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:45.314853,202,496,490,96,113,728,803,788,866,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:45.382458,203,53,495,72,113,756,794,806,866,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:45.452708,204,29,495,114,116,769,766,724,868,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:45.523815,205,473,495,144,116,700,760,748,870,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:45.595440,206,120,495,145,116,727,756,768,871,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:45.666641,207,352,495,261,120,891,756,770,874,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:45.737089,208,764,490,12,122,663,744,765,877,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:45.808368,209,723,495,50,123,609,730,731,884,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:45.880646,210,202,495,33,123,847,728,844,888,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:45.951479,211,727,498,173,124,614,720,762,893,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:46.024364,212,530,504,9,126,630,708,826,900,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:46.090517,213,308,512,90,128,703,704,837,907,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:46.157060,214,62,518,70,128,672,698,800,920,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:46.224968,215,891,518,22,128,591,694,871,920,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:46.291198,216,359,504,129,128,634,693,822,922,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:46.362813,217,790,504,185,130,550,687,857,922,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:46.432510,218,475,504,41,131,570,678,876,922,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:46.503583,219,293,498,21,133,693,670,969,920,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:46.572602,220,957,504,22,142,591,664,911,922,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:46.640789,221,232,504,118,142,756,664,926,922,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:46.706352,222,241,498,134,144,730,659,1000,923,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:46.772280,223,771,504,24,150,568,648,1018,920,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:46.839185,224,426,508,3,155,691,640,971,920,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:46.909080,225,314,508,15,160,732,632,1012,920,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:46.980914,226,484,504,70,172,756,618,1020,918,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:47.052636,227,442,504,212,175,570,616,1018,920,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:47.124049,228,839,504,10,181,594,612,1023,920,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:47.197780,229,450,504,221,185,712,610,1023,920,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:47.263505,230,611,508,232,185,668,610,1020,920,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:47.332736,231,1008,508,130,194,693,602,1020,920,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:47.402218,232,854,512,177,200,695,600,997,920,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:47.473089,233,801,508,444,205,650,596,1020,920,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:47.543430,234,506,504,330,206,619,593,1013,920,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:47.612393,235,820,508,132,209,578,592,976,920,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:47.684804,236,648,508,285,222,556,591,975,920,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:47.752457,237,679,512,96,228,490,591,967,920,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:47.822911,238,609,522,345,266,363,589,999,920,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:47.889892,239,590,540,284,272,378,588,1020,920,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:47.958186,240,707,552,203,278,427,588,1016,920,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:48.029845,241,1006,564,448,286,589,585,880,920,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:48.100397,242,903,581,373,286,436,585,878,920,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:48.172132,243,206,600,422,290,618,582,939,920,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:48.243610,244,283,610,124,338,583,582,927,920,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:48.313828,245,403,610,397,351,580,579,997,920,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:48.386178,246,389,600,206,358,575,576,996,920,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:48.456453,247,685,610,633,366,553,574,935,920,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:48.527716,248,697,600,426,385,546,574,941,920,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:48.597416,249,810,610,463,410,664,571,943,920,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:48.665408,250,1002,614,622,410,557,571,964,920,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:48.734240,251,480,614,541,422,521,570,910,920,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:48.803595,252,441,614,456,424,605,570,935,920,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:48.875441,253,509,610,357,425,683,570,918,919,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:48.945098,254,228,610,287,440,502,574,866,919,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:49.012140,255,362,610,547,440,443,574,909,914,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:49.083508,256,909,614,575,440,476,574,981,910,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:49.154360,257,474,620,462,446,675,574,947,908,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:49.223786,258,300,625,571,450,597,574,945,904,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:49.294346,259,556,625,616,454,517,579,962,891,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:49.365319,260,730,630,424,456,401,579,872,885,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:49.433900,261,314,635,445,459,397,579,902,881,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:49.504997,262,363,642,703,462,566,582,872,875,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:49.573616,263,431,650,223,462,509,585,924,872,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:49.644705,264,737,642,271,470,465,585,907,868,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:49.716684,265,712,642,294,480,512,585,867,866,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:49.788102,266,515,642,487,480,614,585,894,866,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:49.854128,267,489,642,575,482,435,588,848,856,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:49.925384,268,549,642,768,482,603,588,844,846,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:49.995552,269,481,650,548,484,402,588,882,834,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:50.067017,270,290,652,481,484,509,588,813,800,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:50.134430,271,651,650,423,492,572,589,823,764,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:50.209897,272,847,658,613,500,479,592,686,724,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:50.282491,273,806,658,526,505,687,592,742,708,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:50.352045,274,749,658,704,510,472,595,691,698,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:50.424574,275,999,672,500,521,587,602,680,683,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:50.493241,276,616,658,650,524,614,604,705,668,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:50.563034,277,978,658,482,524,498,606,633,642,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:50.632225,278,862,658,538,532,667,608,588,620,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:50.703394,279,634,658,543,538,516,608,657,598,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:50.776353,280,946,682,615,540,633,614,539,566,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:50.846095,281,545,682,652,542,467,614,526,563,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:50.916934,282,475,684,805,545,531,626,564,549,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:50.986660,283,846,682,605,545,493,643,559,532,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:51.052344,284,495,682,650,547,657,654,568,518,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:51.123297,285,955,680,539,548,722,656,479,506,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:51.198320,286,750,680,383,548,698,656,511,505,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:51.269231,287,830,682,619,549,526,662,461,485,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:51.342411,288,339,694,499,556,693,668,455,481,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:51.411539,289,442,708,576,566,606,668,487,479,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:51.479942,290,513,711,436,573,688,674,506,458,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:51.554075,291,481,717,284,573,593,681,436,454,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:51.625535,292,927,717,620,573,619,688,479,438,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:51.693295,293,722,724,726,576,611,688,440,428,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:51.760970,294,812,728,455,580,781,689,454,410,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:51.831624,295,636,728,603,580,801,693,370,394,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:51.898740,296,738,724,780,594,749,696,320,389,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:51.967846,297,868,728,478,594,850,696,402,386,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:52.037340,298,880,734,727,594,852,705,338,360,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:52.107344,299,934,734,395,594,740,716,419,344,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:52.178005,300,827,734,320,604,822,716,388,335,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:52.247218,301,571,734,749,604,821,721,338,331,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:52.319147,302,409,736,267,608,762,722,300,325,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:52.390087,303,933,741,522,612,829,724,271,304,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:52.459540,304,991,741,429,612,859,726,332,286,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:52.531993,305,874,750,448,612,795,727,251,263,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:52.607696,306,705,750,398,612,823,728,262,260,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:52.678271,307,531,752,510,614,802,730,264,254,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:52.749603,308,710,752,827,608,958,735,224,200,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:52.819782,309,1022,752,681,608,969,737,177,176,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:52.889387,310,846,755,629,604,796,741,148,167,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:52.959065,311,525,754,783,604,926,743,133,156,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:53.029818,312,484,755,825,604,810,744,161,150,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:53.098797,313,1022,758,727,604,893,747,120,146,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:53.169493,314,813,755,537,604,806,753,173,138,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:53.242722,315,754,758,616,606,729,762,126,124,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:53.312329,316,683,755,903,604,839,771,79,121,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:53.383625,317,680,758,887,594,757,780,152,108,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:53.453669,318,965,758,681,586,653,792,122,90,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:53.525494,319,628,755,927,586,690,792,82,89,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:53.597107,320,735,758,789,585,820,793,84,84,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:53.669039,321,660,758,539,585,840,793,90,83,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:53.739162,322,849,766,733,585,650,794,40,80,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:53.810002,323,885,766,929,582,727,798,56,74,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:53.884984,324,985,766,711,582,849,800,13,70,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:53.957436,325,701,774,965,570,721,802,27,64,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:54.029008,326,954,774,585,570,673,802,28,64,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:54.097157,327,756,766,976,570,661,808,17,64,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:54.168400,328,727,766,862,554,793,810,7,64,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:54.238422,329,777,774,632,554,614,812,0,64,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:54.312270,330,1017,766,994,554,738,814,0,62,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:54.384869,331,597,774,546,546,693,816,6,61,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:54.452022,332,943,776,480,542,559,818,16,58,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:54.523837,333,828,776,716,542,730,818,19,56,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:54.593770,334,825,774,648,538,610,818,30,56,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:54.662198,335,759,774,856,538,587,820,1,54,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:54.732024,336,668,766,385,538,633,820,8,54,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:54.800353,337,656,766,488,538,800,822,15,54,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:54.870464,338,581,766,467,538,700,823,0,54,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:54.941388,339,874,758,764,538,744,823,4,54,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:55.013122,340,952,755,323,538,681,824,33,54,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:55.088988,341,890,754,376,538,742,830,46,54,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:55.155165,342,678,754,462,540,840,838,16,54,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:55.223482,343,980,754,315,538,744,839,30,54,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:55.290038,344,789,754,256,538,802,839,39,54,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:55.356155,345,784,754,254,532,910,839,90,54,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:55.421685,346,886,744,507,526,856,840,76,54,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:55.494131,347,641,744,261,524,961,840,21,54,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:55.562241,348,854,754,547,524,823,844,4,54,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:55.631458,349,954,744,619,517,992,844,19,54,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:55.703138,350,628,732,523,517,1002,852,88,54,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:55.773285,351,453,732,430,517,811,856,95,54,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:55.839657,352,699,744,407,510,987,868,64,54,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:55.909800,353,857,744,467,508,836,878,85,54,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:55.981251,354,429,728,505,508,923,885,0,54,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:56.053357,355,390,732,588,508,985,885,7,54,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:56.126949,356,375,742,428,506,970,885,56,54,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:56.196857,357,992,742,136,500,981,885,21,54,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:56.268747,358,897,742,259,500,1006,885,71,54,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:56.337865,359,370,728,578,492,881,885,43,54,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:56.408892,360,680,725,271,492,948,885,48,54,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:56.478324,361,821,725,147,486,898,885,59,56,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:56.547383,362,453,720,454,486,769,885,76,58,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:56.616477,363,245,708,281,486,814,891,55,60,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:56.686523,364,1006,690,290,484,965,893,75,62,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:56.757056,365,899,679,607,484,920,894,72,62,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:56.825279,366,407,679,470,484,967,894,91,62,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:56.893043,367,943,690,394,475,998,898,63,62,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:56.959106,368,1016,708,482,470,894,898,43,62,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:57.027999,369,871,690,454,468,893,900,75,62,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:57.097888,370,284,679,361,466,899,904,47,62,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:57.166718,371,614,690,391,463,969,907,52,62,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:57.241075,372,340,690,508,463,1006,911,143,62,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:57.310754,373,602,708,210,461,943,916,140,64,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:57.385582,374,619,717,668,461,927,920,169,67,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:57.459112,375,304,708,277,458,933,922,131,68,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:57.530038,376,865,708,396,458,951,925,158,68,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:57.600688,377,483,679,728,463,940,928,102,68,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:57.671102,378,315,690,542,462,953,928,123,70,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:57.743161,379,892,656,496,462,956,930,133,70,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:57.814523,380,518,656,449,466,928,930,161,70,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:57.882552,381,778,656,406,468,1001,930,115,70,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:57.951510,382,160,645,813,468,989,928,68,70,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:58.019480,383,136,656,464,470,893,928,183,70,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:58.090038,384,777,656,417,468,954,928,169,70,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:58.161796,385,341,638,470,466,983,927,125,72,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:58.232272,386,181,638,795,462,951,925,48,72,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:58.302029,387,590,638,564,466,857,922,127,72,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:58.374142,388,898,626,486,468,878,920,122,74,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
