timestamp,iteration,env0,raw0,env1,raw1,env2,raw2,env3,raw3,thumb_tip,thumb_base,index,middle,ring,pinky,hand_label
2025-10-21T19:48:58.441445,389,420,622,392,470,995,920,96,74,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:58.511645,390,649,626,681,470,921,908,68,76,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:58.580307,391,883,626,690,470,825,904,60,76,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:58.650034,392,1009,626,410,477,744,903,72,78,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:58.716754,393,373,626,371,480,840,900,66,79,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:58.786015,394,754,622,561,484,836,898,51,81,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:58.852936,395,795,622,403,486,725,898,70,86,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:58.924960,396,432,616,746,486,879,896,44,90,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:58.994939,397,842,622,271,492,709,896,154,92,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:59.065665,398,548,622,402,502,789,894,152,98,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:59.135926,399,400,622,576,510,947,894,68,98,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:59.209352,400,601,622,666,523,951,893,114,99,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:59.279410,401,533,616,661,523,902,892,53,100,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:59.351959,402,818,622,614,534,892,890,44,100,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:59.421256,403,827,622,255,544,976,888,26,104,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:59.491967,404,1004,620,432,548,838,888,29,106,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:59.563612,405,726,616,457,558,987,884,0,108,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:59.630734,406,552,620,395,561,1010,880,6,108,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:59.699822,407,765,620,247,562,912,878,6,108,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:59.769531,408,662,622,398,567,932,874,16,106,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:59.840602,409,717,626,388,573,959,864,70,104,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:59.914104,410,987,655,688,581,934,856,107,102,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:48:59.985024,411,543,662,307,595,927,850,79,100,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:00.053183,412,543,662,693,609,1019,842,123,99,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:00.125227,413,594,666,629,616,1018,837,40,94,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:00.192254,414,852,672,332,618,809,832,109,92,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:00.260992,415,529,676,515,620,885,826,45,90,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:00.330291,416,806,683,655,642,894,824,106,83,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:00.402182,417,694,676,777,656,882,824,135,81,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:00.472390,418,891,683,556,658,824,814,14,81,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:00.542687,419,884,686,476,660,968,808,34,78,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:00.612553,420,690,686,405,664,888,802,109,76,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:00.681084,421,625,692,454,666,759,788,137,74,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:00.752603,422,566,694,387,666,796,783,105,74,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:00.820373,423,518,694,538,666,824,774,99,72,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:00.891399,424,518,696,865,666,820,763,140,70,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:00.962512,425,513,699,619,668,665,760,99,69,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:01.033432,426,425,706,496,668,672,752,77,69,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:01.104987,427,467,706,604,668,766,746,144,69,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:01.175835,428,464,706,550,668,664,739,114,68,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:01.246100,429,767,714,678,678,807,731,118,69,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:01.316007,430,609,714,570,682,888,728,166,70,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:01.385818,431,700,714,586,686,725,731,156,72,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:01.459947,432,587,722,801,682,845,728,141,75,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:01.531059,433,851,722,531,686,869,728,172,72,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:01.600286,434,494,730,561,690,770,724,206,68,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:01.673602,435,534,740,666,693,732,724,91,68,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:01.747227,436,676,744,620,699,755,724,172,68,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:01.817725,437,468,744,731,706,646,724,128,69,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:01.887020,438,744,740,765,710,534,724,210,69,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:01.953593,439,589,730,922,715,498,724,198,69,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:02.024245,440,620,730,883,715,575,724,179,69,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:02.093938,441,890,726,717,717,632,724,149,72,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:02.161776,442,780,726,669,722,551,724,56,75,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:02.234239,443,565,714,618,722,391,724,48,76,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:02.307752,444,712,706,829,728,484,724,20,78,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:02.380945,445,661,706,946,730,380,724,75,78,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:02.451590,446,927,706,766,735,409,724,34,78,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:02.524184,447,675,724,705,738,433,724,46,78,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:02.594681,448,693,743,742,758,371,724,68,78,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:02.662471,449,963,743,679,762,376,724,43,80,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:02.731594,450,980,738,869,766,398,724,49,80,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:02.804302,451,744,744,1013,774,603,724,21,82,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:02.874086,452,908,743,890,776,571,724,34,82,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:02.944427,453,601,744,943,776,495,724,22,82,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:03.017002,454,880,743,716,779,469,724,0,91,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:03.087497,455,682,738,776,782,612,724,0,92,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:03.160535,456,961,738,847,791,496,724,8,92,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:03.231446,457,909,738,809,793,632,724,0,92,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:03.302012,458,837,738,714,802,594,724,4,92,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:03.371720,459,760,724,653,802,602,724,0,92,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:03.441844,460,850,724,773,802,523,724,26,92,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:03.510927,461,598,706,964,817,591,728,2,92,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:03.580709,462,735,706,837,826,712,733,49,96,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:03.652198,463,796,706,930,826,598,733,67,96,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:03.720638,464,967,699,984,830,703,745,107,96,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:03.786595,465,853,696,791,830,722,745,100,96,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:03.854531,466,926,696,706,834,696,745,103,96,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:03.923692,467,913,692,728,840,598,756,111,96,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:03.989908,468,778,696,618,843,624,756,91,96,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:04.055878,469,984,692,986,843,720,756,58,96,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:04.124002,470,914,690,717,843,829,766,29,96,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:04.192012,471,790,692,735,844,798,784,22,102,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:04.259134,472,968,692,607,846,791,794,92,102,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:04.327830,473,475,696,795,852,756,813,79,102,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:04.400386,474,509,692,784,852,806,824,47,105,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:04.470593,475,622,690,996,852,875,852,54,105,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:04.541332,476,905,690,654,846,960,884,44,102,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:04.611059,477,398,690,965,846,935,894,57,102,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:04.679407,478,691,684,826,846,985,931,78,102,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:04.747923,479,564,684,713,846,971,936,82,102,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:04.813848,480,644,684,702,844,829,938,46,105,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:04.884067,481,843,678,825,843,896,949,119,105,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:04.954400,482,836,670,887,843,893,952,129,105,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:05.025747,483,805,658,918,843,996,958,155,105,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:05.097021,484,1011,656,887,843,1006,958,217,105,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:05.167917,485,742,655,986,843,939,960,133,105,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:05.236307,486,490,638,942,840,980,962,234,105,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:05.309828,487,847,632,778,837,990,965,136,105,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:05.380477,488,685,622,994,826,992,966,192,105,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:05.451343,489,833,622,903,825,1022,968,229,105,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:05.519991,490,422,618,915,825,1005,970,292,105,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:05.590521,491,358,601,1008,825,1023,971,207,105,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:05.657793,492,876,588,964,825,984,972,298,105,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:05.726812,493,274,570,1004,817,1010,972,269,105,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:05.799121,494,623,550,935,814,1001,974,307,105,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:05.868747,495,332,540,926,814,936,974,403,105,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:05.939983,496,38,523,858,814,947,975,400,105,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:06.011360,497,666,514,1015,800,1018,978,328,105,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:06.080964,498,519,508,983,796,1006,978,375,105,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:06.154127,499,96,492,797,792,999,980,414,105,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:06.223510,500,125,483,844,792,956,980,316,105,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:06.295289,501,373,476,770,781,1021,980,329,102,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:06.364049,502,141,472,968,781,1018,980,296,97,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:06.436273,503,633,458,909,776,1023,982,298,92,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:06.507719,504,730,452,900,776,1004,982,261,91,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:06.572779,505,293,452,950,772,1015,982,360,91,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:06.641202,506,689,432,643,772,1002,983,259,91,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:06.711767,507,738,432,938,772,992,983,216,91,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:06.780591,508,655,432,890,772,1010,984,215,86,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:06.847893,509,711,420,746,758,982,986,173,88,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:06.919177,510,408,413,737,742,1002,986,249,96,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:06.987872,511,545,403,585,725,980,986,139,104,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:07.057511,512,216,396,606,708,990,988,75,104,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:07.126578,513,8,402,907,702,1006,988,132,104,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:07.198746,514,577,390,555,652,1019,988,107,104,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:07.269317,515,164,390,521,624,1017,988,102,104,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:07.341004,516,535,380,416,596,988,988,115,107,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:07.410488,517,143,374,410,552,967,989,54,96,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:07.477892,518,230,374,825,542,1011,990,10,90,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:07.548405,519,267,370,450,534,999,989,23,88,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:07.620286,520,604,360,769,526,953,989,32,87,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:07.692722,521,200,354,292,522,1007,989,11,82,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:07.762571,522,614,351,440,508,971,989,0,77,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:07.837335,523,493,351,387,498,1023,988,7,77,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:07.908026,524,256,351,351,480,1011,988,9,77,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:07.978778,525,442,351,324,469,1015,988,4,77,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:08.049746,526,37,350,327,459,1016,988,2,77,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:08.120845,527,75,342,354,446,1007,987,13,77,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:08.192919,528,387,342,223,441,988,988,21,77,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:08.262528,529,447,342,489,420,981,987,7,77,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:08.335026,530,182,340,466,420,969,986,1,77,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:08.406537,531,200,340,410,420,994,987,2,77,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:08.477708,532,395,340,374,416,964,988,3,77,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:08.545610,533,134,340,102,412,991,988,15,77,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:08.615939,534,30,332,68,398,1015,988,6,77,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:08.687601,535,476,332,415,386,1017,987,8,77,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:08.758149,536,167,332,530,386,956,988,3,77,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:08.826551,537,374,309,276,374,967,987,1,77,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:08.899071,538,20,332,292,374,989,986,0,77,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:08.969356,539,458,332,54,370,1018,985,10,77,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:09.041336,540,418,309,442,364,952,984,23,77,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:09.110293,541,539,332,94,356,950,982,3,77,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:09.180060,542,247,332,200,352,973,982,31,77,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:09.246184,543,462,303,294,352,980,982,23,77,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:09.313629,544,553,303,184,340,996,980,46,77,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:09.381415,545,489,303,320,328,994,980,57,77,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:09.451385,546,345,276,227,327,982,980,110,77,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:09.520273,547,366,276,150,326,935,980,123,77,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:09.588293,548,102,332,103,326,974,980,38,82,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:09.658358,549,478,342,47,325,968,980,71,82,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:09.726019,550,92,332,353,320,1010,976,130,82,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:09.800406,551,402,332,88,318,972,975,89,82,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:09.870027,552,252,303,189,313,987,974,122,82,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:09.937882,553,126,303,326,297,1022,974,79,88,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:10.010040,554,660,332,508,294,1003,974,17,89,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:10.077057,555,18,342,214,293,980,972,88,92,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:10.149003,556,151,342,49,293,1004,972,102,106,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:10.219793,557,37,346,472,293,944,972,45,112,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:10.290587,558,709,342,63,280,980,970,70,122,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:10.360826,559,653,342,28,280,985,968,184,124,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:10.432034,560,480,342,47,276,985,968,127,126,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:10.502154,561,684,342,368,244,955,966,94,140,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:10.575412,562,128,342,452,244,959,965,217,155,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:10.645597,563,25,346,359,226,983,958,205,164,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:10.714919,564,494,346,316,226,998,956,182,164,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:10.786231,565,281,342,76,226,944,956,163,164,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:10.853557,566,94,332,514,224,925,953,124,169,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:10.925335,567,340,342,501,224,1003,952,213,169,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:10.997909,568,227,342,497,224,1016,948,235,171,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,1.0000,Left
2025-10-21T19:49:11.069959,569,18,342,106,224,931,946,227,171,1.0000,0.0000,1.0000,1.0000,1.0000,1.0000,0.8603,Left
2025-10-21T19:49:11.136424,570,174,332,319,221,917,944,166,171,1.0000,0.0000,1.0000,0.8729,0.9325,1.0000,0.7714,Left
2025-10-21T19:49:11.211701,571,148,332,310,216,932,938,241,171,1.0000,0.0000,1.0000,0.2324,0.2728,0.3548,0.2822,Left
2025-10-21T19:49:11.281414,572,228,332,490,213,1016,934,252,171,1.0000,0.0000,1.0000,0.0554,0.1341,0.0746,0.0000,Left
2025-10-21T19:49:11.352967,573,208,323,63,211,1002,928,260,171,1.0000,0.0000,1.0000,0.0498,0.2729,0.2463,0.1276,Left
2025-10-21T19:49:11.424304,574,535,332,385,206,876,921,274,171,1.0000,0.0000,1.0000,0.0000,0.3374,0.3805,0.3372,Left
2025-10-21T19:49:11.494082,575,464,342,224,206,1009,914,301,171,1.0000,0.0000,0.9829,0.1015,0.4641,0.4684,0.4859,Left
2025-10-21T19:49:11.564264,576,188,330,229,202,859,868,360,171,1.0000,0.0000,0.9249,0.4878,0.6480,0.6708,0.4427,Left
2025-10-21T19:49:11.632888,577,358,323,10,202,954,842,356,171,1.0000,0.0000,0.9360,0.4713,0.6223,0.6268,0.4201,Left
2025-10-21T19:49:11.704701,578,161,323,148,201,735,724,308,171,1.0000,0.0000,0.9610,0.0513,0.2094,0.1346,0.0544,Left
2025-10-21T19:49:11.774385,579,176,314,457,194,645,695,370,171,1.0000,0.0000,1.0000,0.0155,0.1662,0.0322,0.0000,Left
2025-10-21T19:49:11.844117,580,704,306,127,194,623,672,366,171,0.9340,0.0000,1.0000,0.0000,0.1292,0.0000,0.0000,Left
