timestamp,iteration,env0,raw0,env1,raw1,env2,raw2,env3,raw3,thumb_tip,thumb_base,index,middle,ring,pinky,hand_label
2025-10-16T18:29:06.072973,0,852,766,813,671,9,86,196,326,0.5596,1.4011,1.3815,1.5848,1.5391,1.2272,Left
2025-10-16T18:29:06.162851,1,790,770,679,671,102,85,290,320,0.5552,1.4066,1.3955,1.5824,1.5367,1.2154,Left
2025-10-16T18:29:06.252625,2,728,770,868,671,16,83,221,313,0.5578,1.4110,1.3818,1.5923,1.5405,1.2165,Left
2025-10-16T18:29:06.346651,3,803,766,804,670,86,82,174,305,0.5512,1.4014,1.3675,1.5686,1.5146,1.1853,Left
2025-10-16T18:29:06.433600,4,913,770,854,664,141,82,207,298,0.5539,1.4200,1.3957,1.5885,1.5175,1.2094,Left
2025-10-16T18:29:06.501747,5,911,774,766,664,161,82,271,294,0.5585,1.4251,1.3956,1.5953,1.5332,1.2085,Left
2025-10-16T18:29:06.594755,6,625,774,668,640,14,83,264,291,0.5541,1.4053,1.3932,1.5784,1.5511,1.2222,Left
2025-10-16T18:29:06.690757,7,1008,774,831,628,103,83,233,290,0.5599,1.3981,1.4030,1.5865,1.5598,1.2158,Left
2025-10-16T18:29:06.782865,8,821,785,767,616,0,84,243,283,0.5629,1.4097,1.3995,1.6010,1.5624,1.2233,Left
2025-10-16T18:29:06.863975,9,916,774,785,604,17,83,307,282,0.5643,1.4250,1.4072,1.6074,1.5651,1.2173,Left
2025-10-16T18:29:06.968448,10,415,774,671,600,84,83,291,277,0.5584,1.4161,1.4115,1.6160,1.5857,1.2200,Left
2025-10-16T18:29:07.065022,11,778,774,343,595,80,82,246,274,0.5546,1.3931,1.3906,1.5871,1.5479,1.1945,Left
2025-10-16T18:29:07.164652,12,487,770,581,591,32,82,345,272,0.5546,1.4003,1.3823,1.5849,1.5479,1.2004,Left
2025-10-16T18:29:07.274936,13,654,766,498,591,57,81,365,268,0.5514,1.3920,1.3684,1.5695,1.5388,1.1917,Left
2025-10-16T18:29:07.344438,14,382,770,712,585,48,81,262,264,0.5543,1.3886,1.3643,1.5709,1.5314,1.1965,Left
2025-10-16T18:29:07.440884,15,741,766,470,578,3,82,259,262,0.5586,1.3902,1.3642,1.5889,1.5328,1.1932,Left
2025-10-16T18:29:07.548568,16,937,774,712,568,25,83,319,260,0.5586,1.3857,1.3725,1.5769,1.5328,1.1870,Left
2025-10-16T18:29:07.643276,17,450,770,465,568,86,82,295,248,0.5599,1.4075,1.3856,1.5873,1.5351,1.2018,Left
2025-10-16T18:29:07.710574,18,691,770,223,562,49,81,370,246,0.5575,1.4657,1.3778,1.5718,1.5414,1.2063,Left
2025-10-16T18:29:07.801635,19,1011,779,589,562,78,82,291,244,0.5678,1.5360,1.3656,1.5992,1.5228,1.2145,Left
2025-10-16T18:29:07.886968,20,803,784,165,550,101,82,386,242,0.5658,1.5851,1.3749,1.5858,1.5341,1.1706,Left
2025-10-16T18:29:07.967042,21,769,788,512,542,133,82,389,240,0.5809,1.6087,1.4373,1.6388,1.5530,1.2119,Left
2025-10-16T18:29:08.079996,22,975,788,485,534,31,82,281,237,0.5829,1.5966,1.4437,1.6378,1.5642,1.2118,Left
2025-10-16T18:29:08.146451,23,843,790,332,521,104,81,246,230,0.5814,1.5908,1.4575,1.6660,1.5803,1.2475,Left
2025-10-16T18:29:08.249429,24,1006,788,168,521,181,81,239,221,0.5724,1.5921,1.4488,1.6603,1.5692,1.2551,Left
2025-10-16T18:29:08.340951,25,531,790,402,515,51,81,274,220,0.5651,1.5713,1.4140,1.6301,1.5511,1.2499,Left
2025-10-16T18:29:08.453362,26,676,791,301,512,116,81,283,212,0.5686,1.5830,1.4270,1.6275,1.5400,1.2369,Left
2025-10-16T18:29:08.520144,27,788,798,556,509,74,83,161,199,0.5651,1.5733,1.4067,1.6237,1.5306,1.2313,Left
2025-10-16T18:29:08.615223,28,931,803,403,504,162,85,218,190,0.5639,1.5632,1.4019,1.6051,1.5366,1.2226,Left
2025-10-16T18:29:08.724980,29,653,803,435,504,126,85,218,186,0.5493,1.5160,1.3511,1.5297,1.4765,1.1751,Left
2025-10-16T18:29:08.827531,30,923,803,161,498,128,86,162,177,0.5330,1.4748,1.2594,1.4484,1.3724,1.1162,Left
