timestamp,2025-10-11T15:59:27.981554
hand,Left
finger_id,finger_name,extended_value,flexed_value
0,Thumb,1.568419865290376,0.9371152130988856
1,Index,1.283769511369771,0.6350255618131551
2,Middle,1.3452735530435722,0.6087872335619344
3,Ring,1.2537546350839808,0.5829521517359858
4,Pinky,0.9783382571109212,0.6243792259485993
