timestamp,2025-11-18T15:24:15.414352
hand,Left
finger_id,finger_name,extended_value,flexed_value
0,Thumb Tip,0.6266701759804207,0.2543673356466369
1,Thumb Base,1.7846164071584285,0.7665524535865448
2,Index,1.2520730150969133,0.5630158927033709
3,Middle,1.3469622934306427,0.730042040307816
4,Ring,1.3034218962392763,0.6498099558716506
5,Pinky,1.0145452618320128,0.4176564960009019
